measure_id,measure_name,location_id,location_name,sex_id,sex_name,age_id,age_name,cause_id,cause_name,metric_id,metric_name,year,val,upper,lower
1,Deaths,61,Republic of Moldova,3,Both,22,All ages,294,All causes,1,Number,2021,50172.5651517148,53631.67554838544,46996.137013738255
1,Deaths,61,Republic of Moldova,3,Both,22,All ages,294,All causes,2,Percent,2021,1.0,1.0,1.0
1,Deaths,61,Republic of Moldova,3,Both,22,All ages,294,All causes,3,Rate,2021,1396.224966460925,1492.486664123218,1307.8298792852738
1,Deaths,209,Guinea-Bissau,3,Both,22,All ages,294,All causes,1,Number,2021,18326.941571776315,21138.05311344312,15614.233153990825
1,Deaths,209,Guinea-Bissau,3,Both,22,All ages,294,All causes,2,Percent,2021,1.0,1.0,1.0
1,Deaths,209,Guinea-Bissau,3,Both,22,All ages,294,All causes,3,Rate,2021,887.9714101198321,1024.1745332586197,756.5360852702945
1,Deaths,522,Sudan,3,Both,22,All ages,294,All causes,1,Number,2021,245527.73164081815,299950.08796206285,202131.0966668051
1,Deaths,522,Sudan,3,Both,22,All ages,294,All causes,2,Percent,2021,1.0,1.0,1.0
1,Deaths,522,Sudan,3,Both,22,All ages,294,All causes,3,Rate,2021,565.4839416245904,690.8260704316781,465.5355568358284
1,Deaths,160,Afghanistan,3,Both,22,All ages,294,All causes,1,Number,2021,271853.66669433203,305879.25556237815,242915.50495801072
1,Deaths,160,Afghanistan,3,Both,22,All ages,294,All causes,2,Percent,2021,1.0,1.0,1.0
1,Deaths,160,Afghanistan,3,Both,22,All ages,294,All causes,3,Rate,2021,870.7064319338546,979.6852786714855,778.0218496049066
1,Deaths,125,Colombia,3,Both,22,All ages,294,All causes,1,Number,2021,355330.1198290047,396825.4078251256,314764.1961899774
1,Deaths,125,Colombia,3,Both,22,All ages,294,All causes,2,Percent,2021,1.0,1.0,1.0
1,Deaths,125,Colombia,3,Both,22,All ages,294,All causes,3,Rate,2021,724.2703561132279,808.8503152465389,641.5847228935085
1,Deaths,111,Dominican Republic,3,Both,22,All ages,294,All causes,1,Number,2021,73004.3925122142,82750.49178014115,64138.587124154124
1,Deaths,111,Dominican Republic,3,Both,22,All ages,294,All causes,2,Percent,2021,1.0,1.0,1.0
1,Deaths,111,Dominican Republic,3,Both,22,All ages,294,All causes,3,Rate,2021,662.8989219961308,751.3960449232907,582.3950970599911
1,Deaths,210,Liberia,3,Both,22,All ages,294,All causes,1,Number,2021,39475.904973651894,49086.66714074995,32534.591188009766
1,Deaths,210,Liberia,3,Both,22,All ages,294,All causes,2,Percent,2021,1.0,1.0,1.0
1,Deaths,210,Liberia,3,Both,22,All ages,294,All causes,3,Rate,2021,723.0706190558035,899.1086289354994,595.9282505807854
1,Deaths,127,El Salvador,3,Both,22,All ages,294,All causes,1,Number,2021,52025.01340881978,59572.0765467767,44987.925610940554
1,Deaths,127,El Salvador,3,Both,22,All ages,294,All causes,2,Percent,2021,1.0,1.0,1.0
1,Deaths,127,El Salvador,3,Both,22,All ages,294,All causes,3,Rate,2021,806.5607481819004,923.5653290994072,697.4624812640697
1,Deaths,30,Vanuatu,3,Both,22,All ages,294,All causes,1,Number,2021,2257.8259905203167,2684.589251619135,1920.768187905648
1,Deaths,30,Vanuatu,3,Both,22,All ages,294,All causes,2,Percent,2021,1.0,1.0,1.0
1,Deaths,30,Vanuatu,3,Both,22,All ages,294,All causes,3,Rate,2021,721.3919043655732,857.7458851107375,613.6994731816105
1,Deaths,193,Botswana,3,Both,22,All ages,294,All causes,1,Number,2021,28064.2756502251,31200.789559403616,24498.30063966466
1,Deaths,193,Botswana,3,Both,22,All ages,294,All causes,2,Percent,2021,1.0,1.0,1.0
1,Deaths,193,Botswana,3,Both,22,All ages,294,All causes,3,Rate,2021,1172.6398775884318,1303.6962188371338,1023.638900261107
1,Deaths,13,Malaysia,3,Both,22,All ages,294,All causes,1,Number,2021,224494.63199532076,239436.51754915484,214121.7253189283
1,Deaths,13,Malaysia,3,Both,22,All ages,294,All causes,2,Percent,2021,1.0,1.0,1.0
1,Deaths,13,Malaysia,3,Both,22,All ages,294,All causes,3,Rate,2021,705.686659769925,752.6556639435723,673.0799920758791
1,Deaths,78,Denmark,3,Both,22,All ages,294,All causes,1,Number,2021,56768.62217505564,57704.77452450744,55872.77117111013
1,Deaths,78,Denmark,3,Both,22,All ages,294,All causes,2,Percent,2021,1.0,1.0,1.0
1,Deaths,78,Denmark,3,Both,22,All ages,294,All causes,3,Rate,2021,970.1080501494838,986.1057773370316,954.7990248928533
1,Deaths,95,United Kingdom,3,Both,22,All ages,294,All causes,1,Number,2021,686205.009546058,689944.7272235976,682663.839374307
1,Deaths,95,United Kingdom,3,Both,22,All ages,294,All causes,2,Percent,2021,1.0,1.0,1.0
1,Deaths,95,United Kingdom,3,Both,22,All ages,294,All causes,3,Rate,2021,1011.3799436183906,1016.8918174771368,1006.1607038302416
1,Deaths,194,Lesotho,3,Both,22,All ages,294,All causes,1,Number,2021,37804.26350699839,42816.16261066764,32953.804223629195
1,Deaths,194,Lesotho,3,Both,22,All ages,294,All causes,2,Percent,2021,1.0,1.0,1.0
1,Deaths,194,Lesotho,3,Both,22,All ages,294,All causes,3,Rate,2021,2016.889079072654,2284.2780884031295,1758.113019189808
1,Deaths,45,Bulgaria,3,Both,22,All ages,294,All causes,1,Number,2021,168691.14684582173,173721.5364107714,164183.23724173527
1,Deaths,45,Bulgaria,3,Both,22,All ages,294,All causes,2,Percent,2021,1.0,1.0,1.0
1,Deaths,45,Bulgaria,3,Both,22,All ages,294,All causes,3,Rate,2021,2485.528372330009,2559.6471166822707,2419.1079499761536
1,Deaths,59,Latvia,3,Both,22,All ages,294,All causes,1,Number,2021,34208.177528402426,34999.45721991651,33409.25998287453
1,Deaths,59,Latvia,3,Both,22,All ages,294,All causes,2,Percent,2021,1.0,1.0,1.0
1,Deaths,59,Latvia,3,Both,22,All ages,294,All causes,3,Rate,2021,1828.993608629281,1871.30061247992,1786.2782349915285
1,Deaths,29,Tonga,3,Both,22,All ages,294,All causes,1,Number,2021,666.630936251514,797.5584791060103,552.8805273191766
1,Deaths,29,Tonga,3,Both,22,All ages,294,All causes,2,Percent,2021,1.0,1.0,1.0
1,Deaths,29,Tonga,3,Both,22,All ages,294,All causes,3,Rate,2021,627.1251087251983,750.2936343406527,520.1157671390564
1,Deaths,48,Hungary,3,Both,22,All ages,294,All causes,1,Number,2021,154423.09309923762,156127.3810449477,152632.17064961503
1,Deaths,48,Hungary,3,Both,22,All ages,294,All causes,2,Percent,2021,1.0,1.0,1.0
1,Deaths,48,Hungary,3,Both,22,All ages,294,All causes,3,Rate,2021,1609.0246860263326,1626.7826607029722,1590.3640156928502
1,Deaths,161,Bangladesh,3,Both,22,All ages,294,All causes,1,Number,2021,1095058.1447160128,1280516.779853094,928800.0809666656
1,Deaths,161,Bangladesh,3,Both,22,All ages,294,All causes,2,Percent,2021,1.0,1.0,1.0
1,Deaths,161,Bangladesh,3,Both,22,All ages,294,All causes,3,Rate,2021,665.1384691457413,777.7860698783286,564.1532981400006
1,Deaths,126,Costa Rica,3,Both,22,All ages,294,All causes,1,Number,2021,30742.485834383893,31542.121328339097,29934.84141597953
1,Deaths,126,Costa Rica,3,Both,22,All ages,294,All causes,2,Percent,2021,1.0,1.0,1.0
1,Deaths,126,Costa Rica,3,Both,22,All ages,294,All causes,3,Rate,2021,647.4970704424729,664.3389628823713,630.4864943396396
1,Deaths,396,San Marino,3,Both,22,All ages,294,All causes,1,Number,2021,256.0570909427498,322.570239950062,199.81087411309497
1,Deaths,396,San Marino,3,Both,22,All ages,294,All causes,2,Percent,2021,1.0,1.0,1.0
1,Deaths,396,San Marino,3,Both,22,All ages,294,All causes,3,Rate,2021,782.0907504378022,985.245907866114,610.2945085620886
1,Deaths,145,Kuwait,3,Both,22,All ages,294,All causes,1,Number,2021,12064.718386597166,13927.556676660217,10358.087880383517
1,Deaths,145,Kuwait,3,Both,22,All ages,294,All causes,2,Percent,2021,1.0,1.0,1.0
1,Deaths,145,Kuwait,3,Both,22,All ages,294,All causes,3,Rate,2021,259.4517425812367,299.51207594474334,222.75065726860092
1,Deaths,113,Guyana,3,Both,22,All ages,294,All causes,1,Number,2021,8638.053271550218,11520.295594128713,6383.667468092406
1,Deaths,113,Guyana,3,Both,22,All ages,294,All causes,2,Percent,2021,1.0,1.0,1.0
1,Deaths,113,Guyana,3,Both,22,All ages,294,All causes,3,Rate,2021,1129.5412813121286,1506.4331091062284,834.7501114780238
1,Deaths,128,Guatemala,3,Both,22,All ages,294,All causes,1,Number,2021,112870.64918248529,124123.97343821358,102453.20361174672
1,Deaths,128,Guatemala,3,Both,22,All ages,294,All causes,2,Percent,2021,1.0,1.0,1.0
1,Deaths,128,Guatemala,3,Both,22,All ages,294,All causes,3,Rate,2021,715.8494878043609,787.2204461793362,649.7798485309465
1,Deaths,195,Namibia,3,Both,22,All ages,294,All causes,1,Number,2021,26757.750986917836,31473.024539809045,22828.26813151181
1,Deaths,195,Namibia,3,Both,22,All ages,294,All causes,2,Percent,2021,1.0,1.0,1.0
1,Deaths,195,Namibia,3,Both,22,All ages,294,All causes,3,Rate,2021,1100.611874042703,1294.5626311227304,938.982614108952
1,Deaths,178,Eritrea,3,Both,22,All ages,294,All causes,1,Number,2021,50837.026153760045,62011.513573763055,41731.54317845628
1,Deaths,178,Eritrea,3,Both,22,All ages,294,All causes,2,Percent,2021,1.0,1.0,1.0
1,Deaths,178,Eritrea,3,Both,22,All ages,294,All causes,3,Rate,2021,770.5021801358482,939.8662749782866,632.4965764555376
1,Deaths,114,Haiti,3,Both,22,All ages,294,All causes,1,Number,2021,131403.72824823938,165651.6836076771,103267.66396777915
1,Deaths,114,Haiti,3,Both,22,All ages,294,All causes,2,Percent,2021,1.0,1.0,1.0
1,Deaths,114,Haiti,3,Both,22,All ages,294,All causes,3,Rate,2021,1021.4819642020984,1287.7123762066617,802.7630390295474
1,Deaths,144,Jordan,3,Both,22,All ages,294,All causes,1,Number,2021,45559.427727672184,51934.87280849785,39369.78522664657
1,Deaths,144,Jordan,3,Both,22,All ages,294,All causes,2,Percent,2021,1.0,1.0,1.0
1,Deaths,144,Jordan,3,Both,22,All ages,294,All causes,3,Rate,2021,369.6632632576135,421.3927943523656,319.44131009779835
1,Deaths,80,France,3,Both,22,All ages,294,All causes,1,Number,2021,642715.3872985167,646681.9563932249,638798.1704089893
1,Deaths,80,France,3,Both,22,All ages,294,All causes,2,Percent,2021,1.0,1.0,1.0
1,Deaths,80,France,3,Both,22,All ages,294,All causes,3,Rate,2021,968.0924545887332,974.0671141146736,962.1921320063238
1,Deaths,112,Grenada,3,Both,22,All ages,294,All causes,1,Number,2021,1115.0279298212945,1409.831963449922,916.2515582851258
1,Deaths,112,Grenada,3,Both,22,All ages,294,All causes,2,Percent,2021,1.0,1.0,1.0
1,Deaths,112,Grenada,3,Both,22,All ages,294,All causes,3,Rate,2021,1086.4912055225136,1373.7503685655445,892.8020845923004
1,Deaths,98,Chile,3,Both,22,All ages,294,All causes,1,Number,2021,133961.53435305617,135308.91087898175,132731.12952677935
1,Deaths,98,Chile,3,Both,22,All ages,294,All causes,2,Percent,2021,1.0,1.0,1.0
1,Deaths,98,Chile,3,Both,22,All ages,294,All causes,3,Rate,2021,712.6429565511296,719.8106737294991,706.09750051864
1,Deaths,93,Sweden,3,Both,22,All ages,294,All causes,1,Number,2021,91984.81307529694,98445.19997041931,86054.45456662885
1,Deaths,93,Sweden,3,Both,22,All ages,294,All causes,2,Percent,2021,1.0,1.0,1.0
1,Deaths,93,Sweden,3,Both,22,All ages,294,All causes,3,Rate,2021,886.7276793711288,949.005393352699,829.5594049308094
1,Deaths,177,Djibouti,3,Both,22,All ages,294,All causes,1,Number,2021,9283.759731978333,11455.559854104336,7574.744343402582
1,Deaths,177,Djibouti,3,Both,22,All ages,294,All causes,2,Percent,2021,1.0,1.0,1.0
1,Deaths,177,Djibouti,3,Both,22,All ages,294,All causes,3,Rate,2021,737.5752031922289,910.120159397019,601.7975216409216
1,Deaths,15,Myanmar,3,Both,22,All ages,294,All causes,1,Number,2021,510841.3078292019,613008.1833732727,421358.18986978225
1,Deaths,15,Myanmar,3,Both,22,All ages,294,All causes,2,Percent,2021,1.0,1.0,1.0
1,Deaths,15,Myanmar,3,Both,22,All ages,294,All causes,3,Rate,2021,905.4312257408072,1086.5150142603238,746.828528708727
1,Deaths,416,Tuvalu,3,Both,22,All ages,294,All causes,1,Number,2021,108.7656533615436,126.65605035990352,94.82827667602552
1,Deaths,416,Tuvalu,3,Both,22,All ages,294,All causes,2,Percent,2021,1.0,1.0,1.0
1,Deaths,416,Tuvalu,3,Both,22,All ages,294,All causes,3,Rate,2021,879.4766502356022,1024.1380018407942,766.7793328232184
1,Deaths,147,Libya,3,Both,22,All ages,294,All causes,1,Number,2021,46310.27164675338,55553.072685273735,39002.78455193074
1,Deaths,147,Libya,3,Both,22,All ages,294,All causes,2,Percent,2021,1.0,1.0,1.0
1,Deaths,147,Libya,3,Both,22,All ages,294,All causes,3,Rate,2021,674.0385469955437,808.5660278467578,567.6792489729794
1,Deaths,47,Czechia,3,Both,22,All ages,294,All causes,1,Number,2021,138616.59919526064,141389.2716451177,136012.09933953188
1,Deaths,47,Czechia,3,Both,22,All ages,294,All causes,2,Percent,2021,1.0,1.0,1.0
1,Deaths,47,Czechia,3,Both,22,All ages,294,All causes,3,Rate,2021,1303.7208783485328,1329.7984980757972,1279.2249604044916
1,Deaths,422,United States Virgin Islands,3,Both,22,All ages,294,All causes,1,Number,2021,948.438571433083,1250.6822665090451,744.0532080351447
1,Deaths,422,United States Virgin Islands,3,Both,22,All ages,294,All causes,2,Percent,2021,1.0,1.0,1.0
1,Deaths,422,United States Virgin Islands,3,Both,22,All ages,294,All causes,3,Rate,2021,1104.0949895889512,1455.94249918991,866.1661848462164
1,Deaths,33,Armenia,3,Both,22,All ages,294,All causes,1,Number,2021,31332.516918805806,33823.19158267631,29047.09265749549
1,Deaths,33,Armenia,3,Both,22,All ages,294,All causes,2,Percent,2021,1.0,1.0,1.0
1,Deaths,33,Armenia,3,Both,22,All ages,294,All causes,3,Rate,2021,1046.0631364968465,1129.2164611286717,969.7622738113675
1,Deaths,179,Ethiopia,3,Both,22,All ages,294,All causes,1,Number,2021,736613.4876175488,805680.7183292056,680303.6725245616
1,Deaths,179,Ethiopia,3,Both,22,All ages,294,All causes,2,Percent,2021,1.0,1.0,1.0
1,Deaths,179,Ethiopia,3,Both,22,All ages,294,All causes,3,Rate,2021,676.1768072952489,739.5773020409825,624.4870247579919
1,Deaths,305,Bermuda,3,Both,22,All ages,294,All causes,1,Number,2021,738.8775627583277,862.4875656739458,651.2901772495975
1,Deaths,305,Bermuda,3,Both,22,All ages,294,All causes,2,Percent,2021,1.0,1.0,1.0
1,Deaths,305,Bermuda,3,Both,22,All ages,294,All causes,3,Rate,2021,1162.8386903179944,1357.3749723022624,1024.9944712120196
1,Deaths,67,Japan,3,Both,22,All ages,294,All causes,1,Number,2021,1437449.861465856,1443812.5005288254,1430250.8963314558
1,Deaths,67,Japan,3,Both,22,All ages,294,All causes,2,Percent,2021,1.0,1.0,1.0
1,Deaths,67,Japan,3,Both,22,All ages,294,All causes,3,Rate,2021,1125.6683268936115,1130.6509154767969,1120.0308105840395
1,Deaths,196,South Africa,3,Both,22,All ages,294,All causes,1,Number,2021,733603.3231934503,754694.8557859423,711862.4680379491
1,Deaths,196,South Africa,3,Both,22,All ages,294,All causes,2,Percent,2021,1.0,1.0,1.0
1,Deaths,196,South Africa,3,Both,22,All ages,294,All causes,3,Rate,2021,1290.3195545919623,1327.417010505788,1252.0800187913612
1,Deaths,162,Bhutan,3,Both,22,All ages,294,All causes,1,Number,2021,4434.001739332197,5150.079660492904,3708.032343436837
1,Deaths,162,Bhutan,3,Both,22,All ages,294,All causes,2,Percent,2021,1.0,1.0,1.0
1,Deaths,162,Bhutan,3,Both,22,All ages,294,All causes,3,Rate,2021,585.8106993862056,680.4173622769945,489.8971962926109
1,Deaths,14,Maldives,3,Both,22,All ages,294,All causes,1,Number,2021,1585.8835029168283,1855.9697790827793,1353.4304042427104
1,Deaths,14,Maldives,3,Both,22,All ages,294,All causes,2,Percent,2021,1.0,1.0,1.0
1,Deaths,14,Maldives,3,Both,22,All ages,294,All causes,3,Rate,2021,306.62410358954565,358.84418291372447,261.6802455593247
1,Deaths,164,Nepal,3,Both,22,All ages,294,All causes,1,Number,2021,252420.64320801676,290938.94383546326,223738.32694809735
1,Deaths,164,Nepal,3,Both,22,All ages,294,All causes,2,Percent,2021,1.0,1.0,1.0
1,Deaths,164,Nepal,3,Both,22,All ages,294,All causes,3,Rate,2021,810.8646628434049,934.5991104489298,718.7268867562829
1,Deaths,298,American Samoa,3,Both,22,All ages,294,All causes,1,Number,2021,403.7880973282978,468.0354826119331,353.143812401607
1,Deaths,298,American Samoa,3,Both,22,All ages,294,All causes,2,Percent,2021,1.0,1.0,1.0
1,Deaths,298,American Samoa,3,Both,22,All ages,294,All causes,3,Rate,2021,811.4934315615656,940.611480106434,709.7135503910519
1,Deaths,99,Uruguay,3,Both,22,All ages,294,All causes,1,Number,2021,40530.13701485708,41422.97392261306,39649.685182643334
1,Deaths,99,Uruguay,3,Both,22,All ages,294,All causes,2,Percent,2021,1.0,1.0,1.0
1,Deaths,99,Uruguay,3,Both,22,All ages,294,All causes,3,Rate,2021,1190.0962932267914,1216.3128809967016,1164.2433714491474
1,Deaths,146,Lebanon,3,Both,22,All ages,294,All causes,1,Number,2021,49626.57056358122,54548.39962486123,45676.25844894132
1,Deaths,146,Lebanon,3,Both,22,All ages,294,All causes,2,Percent,2021,1.0,1.0,1.0
1,Deaths,146,Lebanon,3,Both,22,All ages,294,All causes,3,Rate,2021,895.7177170374092,984.5525778861928,824.4179171776311
1,Deaths,49,North Macedonia,3,Both,22,All ages,294,All causes,1,Number,2021,32725.04789053737,36215.916803468295,29226.46758550461
1,Deaths,49,North Macedonia,3,Both,22,All ages,294,All causes,2,Percent,2021,1.0,1.0,1.0
1,Deaths,49,North Macedonia,3,Both,22,All ages,294,All causes,3,Rate,2021,1503.607864987297,1664.0017617565172,1342.8596552204908
1,Deaths,413,Tokelau,3,Both,22,All ages,294,All causes,1,Number,2021,14.2488759127044,16.515889519615744,12.136279556411838
1,Deaths,413,Tokelau,3,Both,22,All ages,294,All causes,2,Percent,2021,1.0,1.0,1.0
1,Deaths,413,Tokelau,3,Both,22,All ages,294,All causes,3,Rate,2021,1039.331120827593,1204.6899749180943,885.235657277085
1,Deaths,212,Mauritania,3,Both,22,All ages,294,All causes,1,Number,2021,25000.835191305905,30088.241636836836,21071.80549043431
1,Deaths,212,Mauritania,3,Both,22,All ages,294,All causes,2,Percent,2021,1.0,1.0,1.0
1,Deaths,212,Mauritania,3,Both,22,All ages,294,All causes,3,Rate,2021,568.6874850406268,684.4093941188698,479.3148700003253
1,Deaths,66,Brunei Darussalam,3,Both,22,All ages,294,All causes,1,Number,2021,1835.5491331941375,2023.036384161918,1644.653228940004
1,Deaths,66,Brunei Darussalam,3,Both,22,All ages,294,All causes,2,Percent,2021,1.0,1.0,1.0
1,Deaths,66,Brunei Darussalam,3,Both,22,All ages,294,All causes,3,Rate,2021,406.87290417432246,448.43184744498075,364.5583893763971
1,Deaths,148,Morocco,3,Both,22,All ages,294,All causes,1,Number,2021,285883.5156898679,316999.5477152046,240238.03679441527
1,Deaths,148,Morocco,3,Both,22,All ages,294,All causes,2,Percent,2021,1.0,1.0,1.0
1,Deaths,148,Morocco,3,Both,22,All ages,294,All causes,3,Rate,2021,768.9875410209328,852.6854096992015,646.2074482624017
1,Deaths,129,Honduras,3,Both,22,All ages,294,All causes,1,Number,2021,72970.40138712655,83758.93049209504,65096.60062129315
1,Deaths,129,Honduras,3,Both,22,All ages,294,All causes,2,Percent,2021,1.0,1.0,1.0
1,Deaths,129,Honduras,3,Both,22,All ages,294,All causes,3,Rate,2021,721.7534799971412,828.4633003837845,643.873367026474
1,Deaths,35,Georgia,3,Both,22,All ages,294,All causes,1,Number,2021,59660.85366920606,60584.08119032355,58719.64636784728
1,Deaths,35,Georgia,3,Both,22,All ages,294,All causes,2,Percent,2021,1.0,1.0,1.0
1,Deaths,35,Georgia,3,Both,22,All ages,294,All causes,3,Rate,2021,1653.898493680722,1679.4919022994927,1627.806655528527
1,Deaths,63,Ukraine,3,Both,22,All ages,294,All causes,1,Number,2021,745363.971011618,889390.1509177163,606223.9272975647
1,Deaths,63,Ukraine,3,Both,22,All ages,294,All causes,2,Percent,2021,1.0,1.0,1.0
1,Deaths,63,Ukraine,3,Both,22,All ages,294,All causes,3,Rate,2021,1730.2735679394762,2064.613168288812,1407.2765500481771
1,Deaths,16,Philippines,3,Both,22,All ages,294,All causes,1,Number,2021,880414.7228592794,966453.1812373962,794106.5138907535
1,Deaths,16,Philippines,3,Both,22,All ages,294,All causes,2,Percent,2021,1.0,1.0,1.0
1,Deaths,16,Philippines,3,Both,22,All ages,294,All causes,3,Rate,2021,777.4113306138722,853.3837907227527,701.2006791617762
1,Deaths,213,Niger,3,Both,22,All ages,294,All causes,1,Number,2021,206371.1247264357,252379.35075116332,170486.56445166763
1,Deaths,213,Niger,3,Both,22,All ages,294,All causes,2,Percent,2021,1.0,1.0,1.0
1,Deaths,213,Niger,3,Both,22,All ages,294,All causes,3,Rate,2021,824.225518183345,1007.977746050472,680.9061932222613
1,Deaths,79,Finland,3,Both,22,All ages,294,All causes,1,Number,2021,57154.55719066622,58173.4242287077,56130.81249602349
1,Deaths,79,Finland,3,Both,22,All ages,294,All causes,2,Percent,2021,1.0,1.0,1.0
1,Deaths,79,Finland,3,Both,22,All ages,294,All causes,3,Rate,2021,1032.4300545233234,1050.834692811887,1013.9373070879446
1,Deaths,115,Jamaica,3,Both,22,All ages,294,All causes,1,Number,2021,24205.40270006416,29251.09706761205,19483.233234650204
1,Deaths,115,Jamaica,3,Both,22,All ages,294,All causes,2,Percent,2021,1.0,1.0,1.0
1,Deaths,115,Jamaica,3,Both,22,All ages,294,All causes,3,Rate,2021,864.511518730696,1044.7217368704746,695.8562004600393
1,Deaths,180,Kenya,3,Both,22,All ages,294,All causes,1,Number,2021,357018.179447681,388316.3473669967,326693.0257071179
1,Deaths,180,Kenya,3,Both,22,All ages,294,All causes,2,Percent,2021,1.0,1.0,1.0
1,Deaths,180,Kenya,3,Both,22,All ages,294,All causes,3,Rate,2021,713.1464095616556,775.6647275701329,652.571694450665
1,Deaths,18,Thailand,3,Both,22,All ages,294,All causes,1,Number,2021,625844.1969736522,761333.7965120245,497266.122023145
1,Deaths,18,Thailand,3,Both,22,All ages,294,All causes,2,Percent,2021,1.0,1.0,1.0
1,Deaths,18,Thailand,3,Both,22,All ages,294,All causes,3,Rate,2021,938.5328884838626,1141.7167572952633,745.7137289190196
1,Deaths,165,Pakistan,3,Both,22,All ages,294,All causes,1,Number,2021,1718214.8476713717,1928764.531521922,1521627.7652816973
1,Deaths,165,Pakistan,3,Both,22,All ages,294,All causes,2,Percent,2021,1.0,1.0,1.0
1,Deaths,165,Pakistan,3,Both,22,All ages,294,All causes,3,Rate,2021,729.4368616572214,818.8219003321062,645.9793914723873
1,Deaths,116,Saint Lucia,3,Both,22,All ages,294,All causes,1,Number,2021,1943.3180886449704,2482.535190596569,1557.0697103836958
1,Deaths,116,Saint Lucia,3,Both,22,All ages,294,All causes,2,Percent,2021,1.0,1.0,1.0
1,Deaths,116,Saint Lucia,3,Both,22,All ages,294,All causes,3,Rate,2021,1094.7506329816488,1398.513700451294,877.161109650188
1,Deaths,211,Mali,3,Both,22,All ages,294,All causes,1,Number,2021,233810.4946621899,265047.4428142665,206459.76352120188
1,Deaths,211,Mali,3,Both,22,All ages,294,All causes,2,Percent,2021,1.0,1.0,1.0
1,Deaths,211,Mali,3,Both,22,All ages,294,All causes,3,Rate,2021,970.0010439696746,1099.5926277936514,856.5320664611015
1,Deaths,320,Cook Islands,3,Both,22,All ages,294,All causes,1,Number,2021,164.24875435086582,188.95909003937908,141.84033022306892
1,Deaths,320,Cook Islands,3,Both,22,All ages,294,All causes,2,Percent,2021,1.0,1.0,1.0
1,Deaths,320,Cook Islands,3,Both,22,All ages,294,All causes,3,Rate,2021,925.4746574279628,1064.7073082120585,799.2123382698387
1,Deaths,69,Singapore,3,Both,22,All ages,294,All causes,1,Number,2021,23747.294264251323,24204.5660173698,23303.79415893928
1,Deaths,69,Singapore,3,Both,22,All ages,294,All causes,2,Percent,2021,1.0,1.0,1.0
1,Deaths,69,Singapore,3,Both,22,All ages,294,All causes,3,Rate,2021,414.63435642333246,422.6184482931283,406.8907213509127
1,Deaths,130,Mexico,3,Both,22,All ages,294,All causes,1,Number,2021,1114630.0473618505,1122611.1488943829,1108001.3394025192
1,Deaths,130,Mexico,3,Both,22,All ages,294,All causes,2,Percent,2021,1.0,1.0,1.0
1,Deaths,130,Mexico,3,Both,22,All ages,294,All causes,3,Rate,2021,862.2095824710495,868.3832741244461,857.0820197111315
1,Deaths,81,Germany,3,Both,22,All ages,294,All causes,1,Number,2021,1008231.4438906194,1013349.3949332726,1002595.2127590264
1,Deaths,81,Germany,3,Both,22,All ages,294,All causes,2,Percent,2021,1.0,1.0,1.0
1,Deaths,81,Germany,3,Both,22,All ages,294,All causes,3,Rate,2021,1180.9881983636317,1186.9830915181742,1174.3862197306537
1,Deaths,17,Sri Lanka,3,Both,22,All ages,294,All causes,1,Number,2021,158453.5759335996,207824.4101886356,109395.40600139408
1,Deaths,17,Sri Lanka,3,Both,22,All ages,294,All causes,2,Percent,2021,1.0,1.0,1.0
1,Deaths,17,Sri Lanka,3,Both,22,All ages,294,All causes,3,Rate,2021,711.5095978645097,933.2011704280512,491.2219927740484
1,Deaths,34,Azerbaijan,3,Both,22,All ages,294,All causes,1,Number,2021,89380.0370942688,96668.56978018933,81731.49432506495
1,Deaths,34,Azerbaijan,3,Both,22,All ages,294,All causes,2,Percent,2021,1.0,1.0,1.0
1,Deaths,34,Azerbaijan,3,Both,22,All ages,294,All causes,3,Rate,2021,851.2247980043625,920.638281876354,778.3827016548564
1,Deaths,198,Zimbabwe,3,Both,22,All ages,294,All causes,1,Number,2021,192595.6692717762,221553.9345032613,167180.00303029065
1,Deaths,198,Zimbabwe,3,Both,22,All ages,294,All causes,2,Percent,2021,1.0,1.0,1.0
1,Deaths,198,Zimbabwe,3,Both,22,All ages,294,All causes,3,Rate,2021,1234.9538570619552,1420.6388284668965,1071.9845900301457
1,Deaths,46,Croatia,3,Both,22,All ages,294,All causes,1,Number,2021,62382.35352906544,64029.247800316465,60718.70930046773
1,Deaths,46,Croatia,3,Both,22,All ages,294,All causes,2,Percent,2021,1.0,1.0,1.0
1,Deaths,46,Croatia,3,Both,22,All ages,294,All causes,3,Rate,2021,1482.2451444841188,1521.3764195794593,1442.7158795480188
1,Deaths,53,Serbia,3,Both,22,All ages,294,All causes,1,Number,2021,149164.8654000864,151247.69274411342,147252.34671325533
1,Deaths,53,Serbia,3,Both,22,All ages,294,All causes,2,Percent,2021,1.0,1.0,1.0
1,Deaths,53,Serbia,3,Both,22,All ages,294,All causes,3,Rate,2021,1672.3439147553947,1695.695282551873,1650.9019419476606
1,Deaths,181,Madagascar,3,Both,22,All ages,294,All causes,1,Number,2021,206414.95109854476,237806.48360916463,177281.64870226028
1,Deaths,181,Madagascar,3,Both,22,All ages,294,All causes,2,Percent,2021,1.0,1.0,1.0
1,Deaths,181,Madagascar,3,Both,22,All ages,294,All causes,3,Rate,2021,722.8066060212112,832.7308481899557,620.7900451317116
1,Deaths,97,Argentina,3,Both,22,All ages,294,All causes,1,Number,2021,378513.56106222945,385515.15884288703,372036.2967119587
